Manage Shopping Cart,管理購物車,module,Magento_AdvancedCheckout,
Create Order,建立訂單,module,Magento_AdvancedCheckout,
Back,上一步,module,Magento_AdvancedCheckout,
Add Products,新增商品,module,Magento_AdvancedCheckout,
Update Items and Quantities,更新項目和數量,module,Magento_AdvancedCheckout,
Are you sure you want to clear your cart?,確實要清除您的購物車嗎？,module,Magento_AdvancedCheckout,
Clear my shopping cart,清除我的購物車,module,Magento_AdvancedCheckout,
Add selections to my cart,將選項添加到我的車,module,Magento_AdvancedCheckout,
Cancel,取消,module,Magento_AdvancedCheckout,
Shopping Cart for %1 in %2,在 %2 %1 的購物車,module,Magento_AdvancedCheckout,
Select products you want to buy,選擇你想要買的產品,module,Magento_AdvancedCheckout,
Product,商品,module,Magento_AdvancedCheckout,
Price,價格,module,Magento_AdvancedCheckout,
Quantity,數量,module,Magento_AdvancedCheckout,
Products in the Comparison List (%1),在比較清單的產品(%1) ,module,Magento_AdvancedCheckout,
Last ordered items (%1),上次訂購的項目 (%1),module,Magento_AdvancedCheckout,
Products,產品,module,Magento_AdvancedCheckout,
ID,編號,module,Magento_AdvancedCheckout,
SKU,商品編號,module,Magento_AdvancedCheckout,
Recently Compared Products (%1),最近比較的產品 (%1),module,Magento_AdvancedCheckout,
Recently Viewed Products (%1),最近流覽過的產品 (%1),module,Magento_AdvancedCheckout,
Add to Shopping Cart by SKU,從SKU添加到購物車,module,Magento_AdvancedCheckout,
Add to Shopping Cart,添加到購物車,module,Magento_AdvancedCheckout,
Wish List (%1),願望清單 (%1),module,Magento_AdvancedCheckout,
Apply,套用,module,Magento_AdvancedCheckout,
Configure,設定,module,Magento_AdvancedCheckout,
Add to Order by SKU,從 SKU 添加訂單,module,Magento_AdvancedCheckout,
Add to Order,添加到訂單,module,Magento_AdvancedCheckout,
Add Products to Order,將產品添加到訂單,module,Magento_AdvancedCheckout,
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<span><span id=""sku-attention-num"">%1</span> 件產品需要注意。</span>",module,Magento_AdvancedCheckout,
Remove All,全部刪除,module,Magento_AdvancedCheckout,
Only %1%2%3 left in stock,庫存中只剩有 %1%2%3,module,Magento_AdvancedCheckout,
You can buy up to %1 of these per purchase.,每次購買，您最多可以購買 %1。,module,Magento_AdvancedCheckout,
You must buy at least %1 of these per purchase.,你每次必須購買至少 %1 件產品。,module,Magento_AdvancedCheckout,
Specify the product's options.,指定的產品選項。,module,Magento_AdvancedCheckout,
Alert me when this item is available.,當產品可買時，請通知我。,module,Magento_AdvancedCheckout,
We can't find this customer.,我們找不到此客戶。,module,Magento_AdvancedCheckout,
Shopping cart management is disabled for this customer.,此客戶的購物車被禁用。,module,Magento_AdvancedCheckout,
We can't find this store.,我們找不到此店。,module,Magento_AdvancedCheckout,
Customers,顧客,module,Magento_AdvancedCheckout,
Shopping Cart,購物車,module,Magento_AdvancedCheckout,
"Sorry, something went wrong. You can find out more in the error log.",抱歉，出問題了。你可以在錯誤日志中找到更多的信息。,module,Magento_AdvancedCheckout,
You do not have access to this.,你沒有這個權限。,module,Magento_AdvancedCheckout,
Ordered item id is not received.,訂購的項目ID還没有收到。,module,Magento_AdvancedCheckout,
Ordered item is not loaded.,訂購的項目没有上架。,module,Magento_AdvancedCheckout,
Quote item id is not received.,報價項目的ID還没有收到。,module,Magento_AdvancedCheckout,
Quote item is not loaded.,報價的項目没有上架。,module,Magento_AdvancedCheckout,
The wish list item id is not received.,願望清單的項目 id沒有收到。,module,Magento_AdvancedCheckout,
The wish list item is not loaded.,願望清單的項目沒有載入。,module,Magento_AdvancedCheckout,
An error has occurred. See error log for details.,發生錯誤。請參閱錯誤日誌的詳細資訊。,module,Magento_AdvancedCheckout,
You cannot configure a product.,您不能設置的產品。,module,Magento_AdvancedCheckout,
You removed the items.,您刪除了項目。,module,Magento_AdvancedCheckout,
You removed the item.,您刪除了項目。,module,Magento_AdvancedCheckout,
You added %1 to your shopping cart.,您已添加 %1 到您的購物車,module,Magento_AdvancedCheckout,
You cannot add a product.,您不能添加產品。,module,Magento_AdvancedCheckout,
Order by SKU,按 SKU 排序,module,Magento_AdvancedCheckout,
The SKU was not found in the catalog.,在目錄中找不到該商品的 SKU。,module,Magento_AdvancedCheckout,
Availability: Out of stock.,庫存: 缺貨。,module,Magento_AdvancedCheckout,
We don't have as many of these as you want.,我們沒有你想要的那麼多,module,Magento_AdvancedCheckout,
You can't add this many to your cart.,您不能添加這麼多到您的購物車。,module,Magento_AdvancedCheckout,
You need to choose options for your item.,您需要為您的項目選擇選項。,module,Magento_AdvancedCheckout,
We can't add the item to your cart.,我們不能添加這項目到您的購物車。,module,Magento_AdvancedCheckout,
"Please enter an actual number in the ""Qty"" field.","請在""數量""欄位中輸入的實際數。",module,Magento_AdvancedCheckout,
This product is assigned to another website.,本產品被分配給另一個網站。,module,Magento_AdvancedCheckout,
You can add only enabled products.,您可以添加只啟用的產品。,module,Magento_AdvancedCheckout,
You cannot upload this file.,你無法上載此檔。,module,Magento_AdvancedCheckout,
The file is empty.,該檔案是空的。,module,Magento_AdvancedCheckout,
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","您還沒有輸入產品的 SKU。請 <a href=""%1""> 按一下此處</a> 以添加產品的 SKU。",module,Magento_AdvancedCheckout,
You have not entered a product SKU.,您還沒有輸入產品的 SKU。,module,Magento_AdvancedCheckout,
"We can't add a product to cart by id ""%1"".","我們不能添加產品 id ""%1"" 到購物車。",module,Magento_AdvancedCheckout,
Something went wrong while reordering this product.,本產品在重新排序時發生錯誤。,module,Magento_AdvancedCheckout,
We can't find this wish list.,我們找不到這個願望清單。,module,Magento_AdvancedCheckout,
You added %1 product to your shopping cart.,%1 件產品添加到您的購物車。,module,Magento_AdvancedCheckout,
You added %1 products to your shopping cart.,%1 件產品添加到您的購物車。,module,Magento_AdvancedCheckout,
%1 product requires your attention.,%1 產品需要您注意。,module,Magento_AdvancedCheckout,
%1 products require your attention.,%1 產品需要您注意。,module,Magento_AdvancedCheckout,
"Yes, for Specified Customer Groups",是，給指定的客戶群。,module,Magento_AdvancedCheckout,
"Yes, for Everyone",是，給每個人,module,Magento_AdvancedCheckout,
No,否,module,Magento_AdvancedCheckout,
The file is corrupt.,該檔已損壞。,module,Magento_AdvancedCheckout,
Please upload the file in .csv format.,請上傳.csv 格式的檔。,module,Magento_AdvancedCheckout,
%1 item(s) need your attention.,%1 個項目需要您的關注。,module,Magento_AdvancedCheckout,
Apply Coupon Code,輸入優惠券代碼,module,Magento_AdvancedCheckout,
Remove Coupon Code,刪除優惠券代碼,module,Magento_AdvancedCheckout,
Remove,移除,module,Magento_AdvancedCheckout,
"The coupon code ""%1"" is not valid.","優惠券代碼""%1""無效。",module,Magento_AdvancedCheckout,
Shopping Cart Items,購物車項目,module,Magento_AdvancedCheckout,
Qty,數量,module,Magento_AdvancedCheckout,
Subtotal,小計,module,Magento_AdvancedCheckout,
Discount,折扣,module,Magento_AdvancedCheckout,
Row Subtotal,行 小計,module,Magento_AdvancedCheckout,
Action,操作,module,Magento_AdvancedCheckout,
No ordered items,沒有訂購項目,module,Magento_AdvancedCheckout,
Total %1 product(s),總數 %1 產品,module,Magento_AdvancedCheckout,
Subtotal:,小計:,module,Magento_AdvancedCheckout,
Please select,請選擇,module,Magento_AdvancedCheckout,
Move to Wish List,移動到願望清單,module,Magento_AdvancedCheckout,
No item specified.,沒有指定的項目。,module,Magento_AdvancedCheckout,
Are you sure you want to remove this item?,您是否確定要刪除此項目？ ,module,Magento_AdvancedCheckout,
SKU number,SKU 編號,module,Magento_AdvancedCheckout,
Upload File,上載檔案,module,Magento_AdvancedCheckout,
"Your csv file must include ""sku"" and ""qty"" columns.","您的 csv 檔必須有""sku""和""數量""列。",module,Magento_AdvancedCheckout,
Reset,重置,module,Magento_AdvancedCheckout,
SKU: ,SKU: ,module,Magento_AdvancedCheckout,
"Only <span id=""%1_max_allowed"">%2</span> in stock","只有 <span id=""%1_max_allowed"">%2</span> 的庫存",module,Magento_AdvancedCheckout,
Item,項目,module,Magento_AdvancedCheckout,
See price before order confirmation.,確認訂單前請確認價格。,module,Magento_AdvancedCheckout,
What's this?,這是什麼？,module,Magento_AdvancedCheckout,
Incl. Tax,含稅,module,Magento_AdvancedCheckout,
Excl. Tax,不含稅,module,Magento_AdvancedCheckout,
Edit item parameters,修改参數,module,Magento_AdvancedCheckout,
Edit,編輯,module,Magento_AdvancedCheckout,
Remove item,刪除項目,module,Magento_AdvancedCheckout,
Products Requiring Attention,需要注意的產品,module,Magento_AdvancedCheckout,
Add to Cart,加到購物車,module,Magento_AdvancedCheckout,
Sku,Sku,module,Magento_AdvancedCheckout,
File,檔案,module,Magento_AdvancedCheckout,
File extensions allowed: .csv,檔副檔名允許︰.csv,module,Magento_AdvancedCheckout,
Add Row,添加行,module,Magento_AdvancedCheckout,
Remove Row,刪除行,module,Magento_AdvancedCheckout,
Add Products By SKU,添加產品的 SKU,module,Magento_AdvancedCheckout,
Shopping Cart Management,購物車管理,module,Magento_AdvancedCheckout,
View Shopping Cart,查看購物車,module,Magento_AdvancedCheckout,
View and modify Shopping Cart,查看和修改購物車,module,Magento_AdvancedCheckout,
Order by SKU Settings,由 SKU 順序,module,Magento_AdvancedCheckout,
Enable Order by SKU on My Account in Storefront,在店面上我的賬戶啟用 SKU 排序,module,Magento_AdvancedCheckout,
Customer Groups,客戶群組,module,Magento_AdvancedCheckout,
Apply Coupon,申請優惠券,module,Magento_AdvancedCheckout,
Order by SKU Description,按SKU 描述排列,module,Magento_AdvancedCheckout,
Display a Link to Loading a Spreadsheet,顯示一個載入試算表的連結,module,Magento_AdvancedCheckout,
Defines whether a link to My Account &gt; Order by SKU page will be displayed on the widget,定義是否連結到我的帳戶 &gt; 依照SKU 排序的頁面將顯示在widget內,module,Magento_AdvancedCheckout,
Link Text,連結文字,module,Magento_AdvancedCheckout,
The text of the link to the My Account &gt; Order by SKU page,到我的帳戶的連結顯示的文字內容 &gt; 依照SKU排序的頁面,module,Magento_AdvancedCheckout,
Load a list of SKUs,加载 SKU 的列表,module,Magento_AdvancedCheckout,
Order by SKU Template,按SKU排序的範本,module,Magento_AdvancedCheckout,
SKU not found in catalog.,在目錄中找不到SKU。,module,Magento_AdvancedCheckout,
This file needs to be in .csv format.,此檔必須以.csv 格式。,module,Magento_AdvancedCheckout,
This customer couldn't be found. Verify the customer and try again.,找不到此客戶。 驗證客戶，然後重試。,module,Magento_AdvancedCheckout,
This store couldn't be found. Verify the store and try again.,找不到此商店。 驗證商店，然後重試。,module,Magento_AdvancedCheckout,
"An error occurred. For details, see the error log.",發生錯誤。 有關詳細信息，請參見錯誤日誌。,module,Magento_AdvancedCheckout,
Orders can only be completed in an active store. Verify the store and try again.,訂單只能在活動商店中完成。 驗證商店，然後重試。,module,Magento_AdvancedCheckout,
The ordered item needs to be loaded. Load the item and try again.,訂購的物品需要加載。 加載該項目，然後重試。,module,Magento_AdvancedCheckout,
The quote item ID needs to be received. Set the ID and try again.,需要接收報價單編號。 設置ID，然後重試。,module,Magento_AdvancedCheckout,
The quote item needs to be loaded. Load the item and try again.,報價項目需要加載。 加載該項目，然後重試。,module,Magento_AdvancedCheckout,
The wish list item ID needs to be received. Set the ID and try again.,需要接收願望清單ID。 設置ID，然後重試。,module,Magento_AdvancedCheckout,
The wish list item needs to be loaded. Load the item and try again.,願望清單項目需要加載。 加載該項目，然後重試。,module,Magento_AdvancedCheckout,
The file is corrupt and can't be used.,該文件已損壞，無法使用。,module,Magento_AdvancedCheckout,
Please correct the data sent.,請更正發送的資料。,module,Magento_AdvancedPricingImportExport,
Entity type model '%1' is not found,找不到實體類型模型 '%1',module,Magento_AdvancedPricingImportExport,
Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType,實體類型必須屬於 \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType 裡的其中一個類型,module,Magento_AdvancedPricingImportExport,
There are no product types available for export,無產品類型可輸出,module,Magento_AdvancedPricingImportExport,
%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,%1 類並不實現 \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,module,Magento_AdvancedRule,
Sales Rule,銷售規則,module,Magento_AdvancedSalesRule,
Index sales rule,索引銷售規則,module,Magento_AdvancedSalesRule,
Related Search Terms,相關的搜索詞彙,module,Magento_AdvancedSearch,
Add New Search Term,添加新的搜索,module,Magento_AdvancedSearch,
button_label,button_label,module,Magento_AdvancedSearch,
Missing search engine parameter.,找不到搜尋引擎參數,module,Magento_AdvancedSearch,
Successful! Test again?,成功 ！再次測試嗎？,module,Magento_AdvancedSearch,
Connection failed! Test again?,連接失敗 ！再次測試嗎？,module,Magento_AdvancedSearch,
Enable Search Recommendations,啟用搜索建議,module,Magento_AdvancedSearch,
When you enable this option your site may slow down.,當您啟用此選項時您的網站可能會慢下來。,module,Magento_AdvancedSearch,
Search Recommendations Count,搜索建議數,module,Magento_AdvancedSearch,
Show Results Count for Each Recommendation,顯示每項建議的結果數,module,Magento_AdvancedSearch,
Enable Search Suggestions,啟用搜索的建議,module,Magento_AdvancedSearch,
Search Suggestions Count,搜索建議數,module,Magento_AdvancedSearch,
Show Results Count for Each Suggestion,顯示每個建議的結果數,module,Magento_AdvancedSearch,
Related search terms,相關搜尋字詞,module,Magento_AdvancedSearch,
Did you mean,你的意思,module,Magento_AdvancedSearch,
ID,編號,module,Magento_AdvancedSearch,
Search Query,搜尋查詢,module,Magento_AdvancedSearch,
Store,商店,module,Magento_AdvancedSearch,
Results,結果,module,Magento_AdvancedSearch,
Uses,使用,module,Magento_AdvancedSearch,
Redirect URL,重定向超連結,module,Magento_AdvancedSearch,
Suggested Term,建議的條件,module,Magento_AdvancedSearch,
Yes,是,module,Magento_AdvancedSearch,
No,否,module,Magento_AdvancedSearch,
Action,操作,module,Magento_AdvancedSearch,
Edit,編輯,module,Magento_AdvancedSearch,
Synonym,代名詞,module,Magento_AdvancedSearch,
"RPC call failed, connection timed out after %time_out.",RPC 調用失敗，連接 %time_out 後逾時。,module,Magento_Amqp,
Message has been rejected: %1,被拒絕的信息︰ %1,module,Magento_Amqp,
Error while checking if topic is synchronous,檢查主題是否同步時出錯,module,Magento_Amqp,
Subscription status,訂閱狀態,module,Magento_Analytics,
"Sorry, there has been an error processing your request. Please try again later.",對不起，在處理您的請求時出現錯誤。請稍後重試。,module,Magento_Analytics,
Time value has an unsupported format,時間值格式不受支持,module,Magento_Analytics,
Cron settings can't be saved,Cron設置無法保存,module,Magento_Analytics,
There was an error save new configuration value.,保存新配值時出現錯誤。,module,Magento_Analytics,
Please select a vertical.,請選擇一個垂直。,module,Magento_Analytics,
--Please Select--,-請選擇-,module,Magento_Analytics,
Command was not found.,找不到命令。,module,Magento_Analytics,
Input data must be string or convertible into string.,輸入數據必須是字符串或可轉換為字符串。,module,Magento_Analytics,
Input data must be non-empty string.,輸入數據必須為非空字符串。,module,Magento_Analytics,
Not valid cipher method.,無效的密碼方法。,module,Magento_Analytics,
Encryption key can't be empty.,加密密鑰不能為空。,module,Magento_Analytics,
"Source ""%1"" is not exist",源“%1”不存在,module,Magento_Analytics,
"These arguments can't be empty ""%1""",這些參數不能為空“%1”,module,Magento_Analytics,
Cannot find predefined integration user!,找不到預定義的集成用戶！,module,Magento_Analytics,
File is not ready yet.,文件尚未準備好。,module,Magento_Analytics,
Your Base URL has been changed and your reports are being updated. Advanced Reporting will be available once this change has been processed. Please try again later.,您的基本URL已更改，並且您的報告正在更新。 處理完此更改後，即可使用“高級報告”。 請稍後再試。,module,Magento_Analytics,
Failed to synchronize data to the Magento Business Intelligence service. ,無法將數據同步到Magento商業智能服務。,module,Magento_Analytics,
"<a href=""%1"">Retry Synchronization</a>","<a href=""%1"">重試同步</a>",module,Magento_Analytics,
TestMessage,測試訊息,module,Magento_Analytics,
Apps and Games,應用程式和遊戲,module,Magento_Analytics,
Athletic/Sporting Goods,體育/運動用品,module,Magento_Analytics,
Art and Design,藝術與設計,module,Magento_Analytics,
Advanced Reporting,進階報告,module,Magento_Analytics,
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.",使用針對您的客戶數據量身定制的動態產品，訂單和客戶報告，獲得新的見解並掌控您的業務績效。,module,Magento_Analytics,
Go to Advanced Reporting,轉到高級報告,module,Magento_Analytics,
Analytics,分析,module,Magento_Analytics,
API,API,module,Magento_Analytics,
Configuration,配置,module,Magento_Analytics,
Business Intelligence,商業情報,module,Magento_Analytics,
BI Essentials,BI基礎,module,Magento_Analytics,
"This service provides a dynamic suite of reports with rich insights about your business.,module,Magento_Analytics
Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the,module,Magento_Analytics
""Go to Advanced Reporting"" link. </br> For more information, see our <a href=""https://magento.com/legal/terms/cloud-terms"">,module,Magento_Analytics
terms and conditions</a>.","此服務提供了一套動態報告，其中包含有關您的業務的豐富見解。，模塊，Magento_Analytics
通過單擊模塊Magento_Analytics，可以在管理面板外部的個性化儀表板上安全地訪問您的報告
““轉到高級報告”“鏈接。 </br>有關更多信息，請參見我們的<a href=""""https://magento.com/legal/terms/cloud-terms"""">模塊，Magento_Analytics
條款</a>。”
Your reports can be accessed securely on a personalized dashboard outside of the admin panel by clicking on the,module,Magento_Analytics
""Go to Advanced Reporting"" link. </br> For more information, see our <a href=""https://magento.com/legal/terms/cloud-terms"">,module,Magento_Analytics
terms and conditions</a>.",module,Magento_Analytics,
Advanced Reporting Service,先進的報告服務,module,Magento_Analytics,
Time of day to send data,一天中的時間發送數據,module,Magento_Analytics,
Industry,行業,module,Magento_Analytics,
"In order to personalize your Advanced Reporting experience, please select your industry.",為了個性化您的高級報告體驗，請選擇您的行業。,module,Magento_Analytics,
<strong>Get more insights from Magento Business Intelligence</strong>,<strong>從Magento商業智能中獲取更多見解</ strong>,module,Magento_Analytics,
"Magento Business Intelligence provides you with a simple and clear path to,module,Magento_Analytics
becoming more data driven.</br> Learn more about <a target=""_blank"",module,Magento_Analytics
href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">Magento BI Essentials and BI Pro</a> tiers.","“ Magento商業智能為您提供了通往Magento_Analytics模塊的簡單明了路徑
變得越來越由數據驅動。</br>了解有關<a target =“” _ blank“”，module，Magento_Analytics的更多信息
href =“” https://dashboard.rjmetrics.com/v2/magento/signup/“”> Magento BI Essentials和BI Pro </a>層。
becoming more data driven.</br> Learn more about <a target=""_blank"",module,Magento_Analytics
href=""https://dashboard.rjmetrics.com/v2/magento/signup/"">Magento BI Essentials and BI Pro</a> tiers.",module,Magento_Analytics,
Auto Parts,汽車零件,module,Magento_Analytics,
"Baby/Children’s Apparel, Gear and Toys",嬰幼兒服裝，裝備和玩具,module,Magento_Analytics,
Beauty and Cosmetics,美容和化妝品,module,Magento_Analytics,
"Books, Music and Magazines",書籍，音樂和雜誌,module,Magento_Analytics,
Crafts and Stationery,工藝品和文具,module,Magento_Analytics,
Consumer Electronics,消費類電子產品,module,Magento_Analytics,
Deal Site,交易網站,module,Magento_Analytics,
Fashion Apparel and Accessories,時尚服裝及配飾,module,Magento_Analytics,
"Food, Beverage and Grocery",食品，飲料和雜貨,module,Magento_Analytics,
Home Goods and Furniture,家居用品和家具,module,Magento_Analytics,
Home Improvement,家居裝修,module,Magento_Analytics,
Jewelry and Watches,珠寶鐘錶,module,Magento_Analytics,
Mass Merchant,大眾商人,module,Magento_Analytics,
Office Supplies,辦公用品,module,Magento_Analytics,
Outdoor and Camping Gear,戶外和露營裝備,module,Magento_Analytics,
Pet Goods,寵物用品,module,Magento_Analytics,
Pharma and Medical Devices,製藥和醫療設備,module,Magento_Analytics,
Technology B2B,技術B2B,module,Magento_Analytics,
Other,其他,module,Magento_Analytics,
The time value is using an unsupported format. Enter a supported format and try again.,時間值使用的格式不受支持。 輸入支持的格式，然後重試。,module,Magento_Analytics,
Please select an industry.,請選擇一個行業。,module,Magento_Analytics,
The data is invalid. Enter the data as a string or data that can be converted into a string and try again.,數據無效。 輸入數據作為字符串或可以轉換為字符串的數據，然後重試。,module,Magento_Analytics,
The data is invalid. Enter the data as a string and try again.,數據無效。 輸入數據作為字符串，然後重試。,module,Magento_Analytics,
The data is invalid. Use a valid cipher method and try again.,數據無效。 使用有效的密碼方法，然後重試。,module,Magento_Analytics,
Enter the encryption key and try again.,輸入加密密鑰，然後重試。,module,Magento_Analytics,
"The ""%1"" source doesn't exist.",“%1”源不存在。,module,Magento_Analytics,
Retry Synchronization,重試同步,module,Magento_Analytics,
Back,上一步,module,Magento_AsynchronousOperations,
Done,完成,module,Magento_AsynchronousOperations,
Retry,重試,module,Magento_AsynchronousOperations,
Action Details - #' .,動作詳細信息-＃'。,module,Magento_AsynchronousOperations,
"%1 item(s) have been scheduled for update.""","%1 項目已經安排更新。""",module,Magento_AsynchronousOperations,
Bulk Actions Log,批量操作記錄,module,Magento_AsynchronousOperations,
Bulk uuid %bulkUuid not exist,大量uuid%bulkUuid不存在,module,Magento_AsynchronousOperations,
Topic %1,主題%1,module,Magento_AsynchronousOperations,
